"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU","latitude","longitude"
"Advanced Master in Otorhinolaryngology","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",300,"No",39.18976,26.492437
"Advanced Master in Periodontics","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",180,"No",39.18976,26.492437
"Advanced Master in Periodontics","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",180,"No",50.635076,5.562887
"Advanced Master in University and Higher Education Pedagogy","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",60,"No",39.18976,26.492437
"Advanced Master in University and Higher Education Pedagogy","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",60,"No",50.635076,5.562887
"Advanced Master in University and Higher Education Pedagogy","Université de Mons","Master","https://www.studyinbelgium.be/en/universite-de-mons","French","Belgium",60,"No",53.101348,8.861163
"Advanced Master in Paediatrics","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",300,"No",50.635076,5.562887
"Advanced Master in Paediatrics","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",300,"No",45.780268,4.868528
"Advanced Master in Paediatrics","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",300,"No",39.18976,26.492437
"Advanced Master in Industrial Pharmacy","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",60,"No",39.18976,26.492437
"Advanced Master in Industrial Pharmacy","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",60,"No",50.635076,5.562887
"Advanced Master in Hospital Pharmacy","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",180,"No",39.18976,26.492437
"Advanced Master in Hospital Pharmacy","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",180,"No",50.635076,5.562887
"Advanced Master in Hospital Pharmacy","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",180,"No",45.780268,4.868528
"Advanced Master in Philosophy and Political Theories","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"Belgium",60,"No",45.780268,4.868528
"Advanced Master in Pneumology","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",360,"No",50.635076,5.562887
"Advanced Master in Pneumology","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",360,"No",45.780268,4.868528
"Advanced Master in Pneumology","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",360,"No",39.18976,26.492437
"Advanced Master in Integrated Production and Preservation of Natural Resources in Urban and Peri-Urban Environments","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",60,"No",50.635076,5.562887
"Advanced Master in Psychiatry","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",300,"No",50.635076,5.562887
"Advanced Master in Psychiatry: Adult Psychiatry","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",300,"No",45.780268,4.868528
"Advanced Master in Psychiatry: Adult Psychiatry","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",300,"No",39.18976,26.492437
"Advanced Master in Psychiatry: Child and Adolescent Psychiatry","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",300,"No",50.635076,5.562887
"Advanced Master in Psychiatry: Child and Adolescent Psychiatry","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",300,"No",45.780268,4.868528
"Advanced Master in Psychiatry: Child and Adolescent Psychiatry","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",300,"No",39.18976,26.492437
"Advanced Master in X-Ray Diagnostics","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",300,"No",50.635076,5.562887
"Advanced Master in X-Ray Diagnostics","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",300,"No",45.780268,4.868528
"Advanced Master in X-Ray Diagnostics","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",300,"No",39.18976,26.492437
"Advanced Master in Radiotherapy - Oncology","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",300,"No",50.635076,5.562887
"Advanced Master in Radiotherapy - Oncology","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",300,"No",45.780268,4.868528
"Advanced Master in Radiotherapy - Oncology","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",300,"No",39.18976,26.492437
"Advanced Master in Rheumatology","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",360,"No",50.635076,5.562887
"Advanced Master in Rheumatology","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",360,"No",45.780268,4.868528
"Advanced Master in Rheumatology","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",360,"No",39.18976,26.492437
"Advanced Master in Public Health: Analysis and Evaluation of Policies, Programmes and International Health Systems","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",60,"No",39.18976,26.492437
"Specialized master in data science, Big data","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","English","Belgium",60,"No",45.780268,4.868528
"Advanced Master in Veterinary Sciences: Clinical Internship","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",60,"No",50.635076,5.562887
"Advanced Master in Sexology and Sexualities","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",60,"No",45.780268,4.868528
"Advanced Master in Sociology and Anthropology","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",60,"No",45.780268,4.868528
"Advanced Master in Stomatology","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",300,"No",50.635076,5.562887
"Advanced Master in Stomatology","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",300,"No",45.780268,4.868528
"Advanced Master in Stomatology","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",300,"No",39.18976,26.492437
"Advanced Master in Transport and Logistics","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",60,"No",45.780268,4.868528
"Advanced Master in Town and Country Planning","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles",NA,"Belgium",60,"No",45.780268,4.868528
"Advanced Master in Urology","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",360,"No",50.635076,5.562887
"Advanced Master in Urology","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",360,"No",45.780268,4.868528
"Advanced Master in Urology","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",360,"No",39.18976,26.492437
"Interdisciplinary Advanced Master in European Studies","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",60,"No",39.18976,26.492437
"Interdisciplinary Advanced Master in European Studies","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",60,"No",45.780268,4.868528
"Advanced Master in Science and Management of the Environment and Sustainable Development","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"Belgium",120,"No",39.18976,26.492437
"Master in Public administration","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",120,"No",45.780268,4.868528
"Master in Public administration","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"Belgium",120,"No",39.18976,26.492437
"Master in Public administration","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain",NA,"Belgium",120,"No",39.18976,26.492437
"Master in Public administration","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",120,"No",39.18976,26.492437
"Master in Agroecology","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",120,"No",50.635076,5.562887
"Master in Anthropology","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",120,"No",50.635076,5.562887
"Master in Anthropology","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",120,"No",45.780268,4.868528
"Master in Anthropology","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",120,"No",39.18976,26.492437
"Master in Architecture","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",120,"No",39.18976,26.492437
"Master in Architecture","Université de Mons","Master","https://www.studyinbelgium.be/en/universite-de-mons","French","Belgium",120,"No",53.101348,8.861163
"Master in Architecture","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",120,"No",39.18976,26.492437
"Master in Architecture","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",120,"No",50.635076,5.562887
"Master in Architecture","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",120,"No",45.780268,4.868528
"Master in Computer systems architecture","Haute Ecole Libre Mosane","Master","https://www.studyinbelgium.be/en/haute-ecole-libre-mosane",NA,"Belgium",120,"No",47.476065,19.044707
"Master in Computer systems architecture","Haute École de Namur-Liège-Luxembourg","Master","https://www.studyinbelgium.be/en/haute-ecole-de-namur-liege-luxembourg","French","Belgium",120,"No",37.13927,-8.542825
"Master in Computer systems architecture","Haute Ecole de la Province de Liège","Master","https://www.studyinbelgium.be/en/haute-ecole-de-la-province-de-liege",NA,"Belgium",120,"No",60.31789,25.050178
"Master in Transmedia storytelling","Haute Ecole Albert Jacquard","Master","https://www.studyinbelgium.be/en/haute-ecole-albert-jacquard","French","Belgium",120,"No",58.364718,26.6893
"Master in Puppetry","Arts²","Master","https://www.studyinbelgium.be/en/arts2","French","Belgium",60,"No",50.137299,2.399666
"Master in Performing arts","Université catholique de Louvain","Master","https://www.studyinbelgium.be/en/universite-catholique-de-louvain","French","Belgium",120,"No",39.18976,26.492437
"Master in Performing arts","Université de Liège","Master","https://www.studyinbelgium.be/en/universite-de-liege","French","Belgium",120,"No",50.635076,5.562887
"Master in Performing arts","Université libre de Bruxelles","Master","https://www.studyinbelgium.be/en/universite-libre-de-bruxelles","French","Belgium",120,"No",45.780268,4.868528
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Assistantship","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Assistantship","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Writing","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Writing","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Writing","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",120,"No",40.744953,-7.931301
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Production Management","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Production management","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Production Management","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",60,"No",40.744953,-7.931301
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Production management","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",120,"No",40.744953,-7.931301
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Image","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Image","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Image","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",60,"No",40.744953,-7.931301
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Editing","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Editing","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Editing","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",60,"No",40.744953,-7.931301
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Production","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Production","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Production","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Production","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",120,"No",40.744953,-7.931301
"Master in Performing Arts and Broadcasting and Communication Techniques : Film, Speciality Sound Techniques","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Film, speciality Sound techniques","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Dramatic Interpretation","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Dramatic interpretation","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Dramatic interpretation","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Dramatic Interpretation","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",60,"No",40.744953,-7.931301
"Master in Performing arts and broadcasting and communication techniques : Dramatic interpretation","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",120,"No",40.744953,-7.931301
"Master in Performing arts and broadcasting and communication techniques : Radio - TV - Multimedia, speciality Writing","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Radio - TV - Multimedia, Speciality Multimedia Production","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Radio - TV - Multimedia, speciality Multimedia production","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Radio - TV - Multimedia, Speciality Broadcasting","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Radio - TV - Multimedia, speciality Broadcasting","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Radio - TV - Multimedia, Speciality Broadcasting","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",60,"No",40.744953,-7.931301
"Master in Performing Arts and Broadcasting and Communication Techniques : Radio - TV - Multimedia, Speciality Sound Techniques","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",60,"No",45.184725,9.158207
"Master in Performing arts and broadcasting and communication techniques : Radio - TV - Multimedia, speciality Sound techniques","Institut des Arts de Diffusion","Master","https://www.studyinbelgium.be/en/institut-des-arts-de-diffusion","French","Belgium",120,"No",45.184725,9.158207
"Master in Performing Arts and Broadcasting and Communication Techniques : Radio - TV - Multimedia, Speciality Sound Techniques","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",60,"No",40.744953,-7.931301
"Master in Performing arts and broadcasting and communication techniques : Theatre and communication techniques, speciality Writing","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",120,"No",40.744953,-7.931301
"Master in Performing Arts and Broadcasting and Communication Techniques : Theatre and Communication Techniques, Speciality Production Management","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",60,"No",40.744953,-7.931301
"Master in Performing Arts and Broadcasting and Communication Techniques : Theatre and Communication Techniques, Speciality Stage Production","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",60,"No",40.744953,-7.931301
"Master in Performing Arts and Broadcasting and Communication Techniques : Theatre and Communication Techniques, Speciality Scenography, Set Design and Costume","Institut national supérieur des arts du spectacle et des techniques de diffusion","Master","https://www.studyinbelgium.be/en/institut-national-superieur-des-arts-du-spectacle-et-des-techniques-de-diffusion","French","Belgium",60,"No",40.744953,-7.931301
"Master in Plastic, visual and spatial arts : Accessories","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Interior architecture","Ecole supérieure des Arts Saint-Luc de Bruxelles","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-de-bruxelles","French","Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Interior architecture","Ecole supérieure des Arts Saint-Luc de Bruxelles","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-de-bruxelles","French","Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Interior architecture","École Supérieure des Arts Saint-Luc Liège","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-liege","French","Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Interior architecture","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Interior architecture","Académie des Beaux-Arts de Tournai","Master","https://www.studyinbelgium.be/en/academie-des-beaux-arts-de-tournai","French","Belgium",120,"No",50.075538,14.4378
"Master in Plastic, visual and spatial arts : Interior architecture","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Interior architecture","Académie royale des Beaux-Arts de la Ville de Bruxelles","Master","https://www.studyinbelgium.be/en/academie-royale-des-beaux-arts-de-la-ville-de-bruxelles","French","Belgium",120,"No",51.331066,12.369349
"Master in Plastic, visual and spatial arts : Interior architecture","Arts²","Master","https://www.studyinbelgium.be/en/arts2","French","Belgium",120,"No",50.137299,2.399666
"Master in Plastic, visual and spatial arts : Digital arts","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Digital arts","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Digital arts","Académie des Beaux-Arts de Tournai","Master","https://www.studyinbelgium.be/en/academie-des-beaux-arts-de-tournai","French","Belgium",120,"No",50.075538,14.4378
"Master in Plastic, visual and spatial arts : Digital arts","Arts²","Master","https://www.studyinbelgium.be/en/arts2","French","Belgium",120,"No",50.137299,2.399666
"Master in Plastic, visual and spatial arts : Digital arts","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Comic books","Beaux-arts de Liège - Ecole supérieure des Arts","Master","https://www.studyinbelgium.be/en/beaux-arts-de-liege-ecole-superieure-des-arts","French","Belgium",120,"No",38.705327,-9.173996
"Master in Plastic, visual and spatial arts : Comic books","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Comic books","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Comic books","Académie des Beaux-Arts de Tournai","Master","https://www.studyinbelgium.be/en/academie-des-beaux-arts-de-tournai","French","Belgium",120,"No",50.075538,14.4378
"Master in Plastic, visual and spatial arts : Comic books","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Comic books - Publishing","Ecole supérieure des Arts Saint-Luc de Bruxelles","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-de-bruxelles","French","Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Comic books - Publishing","Ecole supérieure des Arts Saint-Luc de Bruxelles","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-de-bruxelles","French","Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Comic books - Publishing","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Ceramics","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Visual communication","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Visual communication","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Visual communication","Ecole nationale supérieure des Arts visuels de La Cambre","Master","https://www.studyinbelgium.be/en/ecole-nationale-superieure-des-arts-visuels-de-la-cambre","French","Belgium",120,"No",40.234276,-8.420913
"Master in Plastic, visual and spatial arts : Visual communication","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
"Master in Plastic, visual and spatial arts : Visual and graphic communication","Académie royale des Beaux-Arts de la Ville de Bruxelles","Master","https://www.studyinbelgium.be/en/academie-royale-des-beaux-arts-de-la-ville-de-bruxelles","French","Belgium",120,"No",51.331066,12.369349
"Master in Plastic, visual and spatial arts : Visual and graphic communication","École Supérieure des Arts Saint-Luc Liège","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-saint-luc-liege","French","Belgium",120,"No",38.714843,-9.15522
"Master in Plastic, visual and spatial arts : Visual and graphic communication","Ecole supérieure des Arts – Ecole de Recherche graphique","Master","https://www.studyinbelgium.be/en/ecole-superieure-des-arts-ecole-de-recherche-graphique","French","Belgium",120,"No",40.829609,-8.462299
